cntry,nwspol,netusoft,netustm,ppltrst,pplfair,pplhlp,polintr,psppsgva,actrolga,psppipla,cptppola,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,prtvtcat,prtvtdbe,prtvtdbg,prtvtgch,prtvtbcy,prtvtecz,prtvede1,prtvede2,prtvtddk,prtvtgee,prtvtees,prtvtdfi,prtvtdfr,prtvtcgb,prtvtahr,prtvtfhu,prtvtcie,prtvtcis,prtvtcit,prtvblt1,prtvblt2,prtvblt3,prtvtalv,prtvtme,prtvtgnl,prtvtbno,prtvtdpl,prtvtcpt,prtvtrs,prtvtcse,prtvtfsi,prtvtdsk,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,pstplonl,clsprty,prtcldat,prtcldbe,prtcldbg,prtclgch,prtclbcy,prtclecz,prtclede,prtclddk,prtclgee,prtclfes,prtclefi,prtclffr,prtclcgb,prtclahr,prtclghu,prtcleie,prtclcis,prtcldit,prtclblt,prtclalv,prtclme,prtclfnl,prtclbno,prtclhpl,prtclept,prtclrs,prtclcse,prtclfsi,prtcldsk,prtdgcl,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,freehms,hmsfmlsh,hmsacld,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,happy,sclmeet,inprdsc,sclact,crmvct,aesfdrk,health,hlthhmp,atchctr,atcherp,rlgblg,rlgdnm,rlgdnbat,rlgdnbe,rlgdnach,rlgdncy,rlgdnade,rlgdnafi,rlgdngb,rlgdnhu,rlgdnie,rlgdnais,rlgdnlt,rlgdnlv,rlgdme,rlgdnnl,rlgdnno,rlgdnapl,rlgdnrs,rlgdnase,rlgdnask,rlgblge,rlgdnme,rlgdebat,rlgdebe,rlgdeach,rlgdecy,rlgdeade,rlgdeafi,rlgdegb,rlgdehu,rlgdeie,rlgdeais,rlgdelt,rlgdelv,rlgdeme,rlgdenl,rlgdeno,rlgdeapl,rlgders,rlgdease,rlgdeask,rlgdgr,rlgatnd,pray,dscrgrp,dscrrce,dscrntn,dscrrlg,dscrlng,dscretn,dscrage,dscrgnd,dscrsex,dscrdsb,dscroth,dscrdk,dscrref,dscrnap,dscrna,ctzcntr,ctzshipd,brncntr,cntbrthd,livecnta,lnghom1,lnghom2,blgetmg,facntr,fbrncntc,mocntr,mbrncntc,admdw,vteurmmb,vteumbgb,vteubcmb,evpdemp,pdempyr,lvpntyr,evlvptn,lvptnyr,evmar,maryr,bthcld,nbthcld,fcldbrn,ycldbyr,ngchld,ygcdbyr,ggchld,admge,ageadlt,agemage,ageoage,iaglptn,iagmr,iagpnt,iagrtr,tygledu,tyglvp,tygmr,tygpnt,tygrtr,tolvpnt,tochld,towkht,anvcld,alvgptn,acldnmr,aftjbyc,advcyc,plnftr,hhmmb,gndr,gndr2,gndr3,gndr4,gndr5,gndr6,gndr7,gndr8,gndr9,gndr10,gndr11,gndr12,gndr13,gndr14,gndr15,agea,yrbrn,yrbrn2,yrbrn3,yrbrn4,yrbrn5,yrbrn6,yrbrn7,yrbrn8,yrbrn9,yrbrn10,yrbrn11,yrbrn12,yrbrn13,yrbrn14,yrbrn15,rshipa2,rshipa3,rshipa4,rshipa5,rshipa6,rshipa7,rshipa8,rshipa9,rshipa10,rshipa11,rshipa12,rshipa13,rshipa14,rshipa15,rshpsts,rshpsgb,lvgptnea,dvrcdeva,marsts,marstgb,maritalb,chldhhe,domicil,edulvlb,eisced,edlveat,edlvebe,edlvebg,edlvdch,edlvgcy,edlvdcz,edubde1,eduade2,eduade3,edlvddk,edlvdee,edlvges,edlvdfi,edlvdfr,educgb1,edubgb2,edagegb,edlvehr,edlvdhu,edlvdie,edlvdis,edlveit,edlvdlt,edlvdlv,edlvdme,edlvenl,edlvdno,edlvgpl,edlvdpt,edlvdrs,edlvdse,edlvesi,edlvdsk,eduyrs,pdwrk,edctn,uempla,uempli,dsbld,rtrd,cmsrv,hswrk,dngoth,dngref,dngdk,dngna,mainact,mnactic,crpdwk,pdjobev,pdjobyr,emplrel,emplno,wrkctra,estsz,jbspv,njbspv,wkdcorga,iorgact,wkhct,icwhct,wkhtot,nacer2,tporgwk,isco08,wrkac6m,uemp3m,uemp12m,uemp5yr,mbtru,hincsrca,hinctnta,hincfel,iincsrc,edulvlpb,eiscedp,edlvpeat,edlvpebe,edlvpebg,edlvpdch,edlvpgcy,edlvpdcz,edupbde1,edupade2,edupade3,edlvpddk,edlvpdee,edlvpfes,edlvpdfi,edlvpdfr,edupcgb1,edupbgb2,edagepgb,edlvpehr,edlvpdhu,edlvpdie,edlvpdis,edlvpeit,edlvpdlt,edlvpdlv,edlvpdme,edlvpenl,edlvpdno,edlvpfpl,edlvpdpt,edlvpdrs,edlvpdse,edlvpesi,edlvpdsk,pdwrkp,edctnp,uemplap,uemplip,dsbldp,rtrdp,cmsrvp,hswrkp,dngothp,dngdkp,dngnapp,dngrefp,dngnap,mnactp,crpdwkp,isco08p,emprelp,wkhtotp,edulvlfb,eiscedf,edlvfeat,edlvfebe,edlvfebg,edlvfdch,edlvfgcy,edlvfdcz,edufbde1,edufade2,edufade3,edlvfddk,edlvfdee,edlvffes,edlvfdfi,edlvfdfr,edufcgb1,edufbgb2,edagefgb,edlvfehr,edlvfdhu,edlvfdie,edlvfdis,edlvfeit,edlvfdlt,edlvfdlv,edlvfdme,edlvfenl,edlvfdno,edlvffpl,edlvfdpt,edlvfdrs,edlvfdse,edlvfesi,edlvfdsk,emprf14,occf14b,edulvlmb,eiscedm,edlvmeat,edlvmebe,edlvmebg,edlvmdch,edlvmgcy,edlvmdcz,edumbde1,edumade2,edumade3,edlvmddk,edlvmdee,edlvmfes,edlvmdfi,edlvmdfr,edumcgb1,edumbgb2,edagemgb,edlvmehr,edlvmdhu,edlvmdie,edlvmdis,edlvmeit,edlvmdlt,edlvmdlv,edlvmdme,edlvmenl,edlvmdno,edlvmfpl,edlvmdpt,edlvmdrs,edlvmdse,edlvmesi,edlvmdsk,emprm14,occm14b,atncrse,anctry1,anctry2,frprtpl,gvintcz,poltran,ifredu,ifrjob,evfredu,evfrjob,fvgabc,infqbst,grspnum,grsplet,netinum,netilet,grspfr,netifr,frlgrsp,frlneti,occinfr,topinfr,btminfr,wltdffr,recskil,recexp,recknow,recimg,recgndr,sofrdst,sofrwrk,sofrpr,sofrprv,ppldsrv,jstprev,pcmpinj,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,region,regunit,dweight,pspwght,pweight,anweight
FR,15,5,30,3,3,3,2,2,3,4,3,6,8,7,5,3,4,6,1,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,2,2,1,2,1,2,1,2,1,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,3,5,8,5,7,2,3,5,1,1,5,3,10,2,2,2,6,6,4,9,6,2,4,2,2,2,3,9,8,2,66,,,,,,,,,,,,,,,,,,,,2,66,,,,,,,,,,,,,,,,,,,,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,3,1,,,1,1973,1978,1,1977,1,1981,1,2,1985,1988,0,6666,6,1,17,38,70,21,30,33,65,21,21,16,25,40,30,45,60,4,4,4,3,4,6,2,1,2,6,6,6,6,6,6,,,,,,,,62,1957,1956,6666,6666,6666,6666,6666,6666,,,,,,,,1,66,66,66,66,66,66,,,,,,,,1,,2,2,66,,1,1,2,520,5,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,14,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2018,1,66666,1,5,1,82,8,4,37,1,47,30,4,2144,2,2,6,6,2,4,10,2,4,520,5,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,66666,6,666,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,6,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,66,2,13074,555555,4,3,2,9,5,5,3,2,2,666666666,66,2600,66,6,-1,666666666,3200,-1,8,-4,8,2,3,1,1,1,2,3,2,3,2,2,2,1,5,1,5,4,1,3,3,2,1,3,2,6,4,4,1,3,1,1,6,1,FRJ2,2,1.125255823,0.801276922,2.726686716,2.18483114
FR,60,1,6666,7,2,4,1,1,3,1,1,5,1,9,0,0,2,8,1,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,1,9,8,0,9,7,2,9,5,2,5,5,9,1,1,2,9,9,4,9,6,5,5,2,1,2,3,5,2,2,66,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,0,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,2,DE,1951,FRE,GER,2,1,6666,1,6666,3,1,,,1,1976,1976,1,1978,1,1981,1,3,1981,1990,0,6666,6,2,25,25,70,25,25,25,65,18,18,18,18,60,30,50,60,1,5,5,5,5,0,2,1,2,6,6,6,6,6,6,,,,,,,,72,1946,1951,6666,6666,6666,6666,6666,6666,,,,,,,,1,66,66,66,66,66,66,,,,,,,,1,,2,1,66,,1,1,5,720,7,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,24,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,2,1,6,1,1,1,10,10,22,1,12,86,5,2261,2,2,6,6,2,2,10,2,2,313,4,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,66,1,4110,1,39,800,7,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,1,2,720,7,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,3,66,2,11050,555555,4,3,1,10,10,10,8,1,2,6000,66,2500,66,0,-4,666666666,4000,-1,0,0,0,3,2,2,3,4,5,1,2,2,1,4,5,1,5,2,6,6,1,5,5,6,2,1,5,5,2,6,5,5,1,5,6,2,FRB0,2,1.138314724,0.63488853,2.726686716,1.73114212
FR,30,5,60,0,88,2,4,1,1,1,1,0,0,5,0,0,0,0,8,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,88,0,0,0,88,5,8,2,2,5,3,5,3,3,4,0,0,0,0,1,1,1,2,1,2,3,10,5,2,66,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,0,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,888,2,1,6666,1,6666,1,33,,,1,1988,1987,1,1989,1,1995,1,2,1996,2000,0,6666,6,1,0,0,0,25,0,25,60,17,17,17,18,0,0,30,0,5,5,5,2,4,10,1,2,6,6,6,6,6,6,6,,,,,,,,50,1969,6666,6666,6666,6666,6666,6666,6666,,,,,,,,66,66,66,66,66,66,66,,,,,,,,66,,1,2,1,,1,1,3,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,18,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,4,1,5,0,0,35,1,41,52,4,8344,2,2,6,6,3,1,77,3,66,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,8,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,8,1,11058,11050,8,1,1,7,88,0,0,1,2,1900,66,1500,66,-2,-2,2500,2000,-3,-2,3,-4,3,3,3,3,8,2,2,2,5,5,5,5,5,5,1,4,3,6,6,2,1,4,2,2,6,2,6,2,2,2,2,6,6,FRE2,2,0.561830997,0.463995427,2.726686716,1.265170167
FR,30,2,6666,5,4,5,2,2,2,1,2,3,3,6,0,0,0,6,2,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,5,3,1,6,1,5,2,1,2,5,1,0,2,2,2,6,5,5,6,4,2,3,2,3,3,3,7,3,1,1,,,,,,,,,,,,,,,,,,,,6,66,,,,,,,,,,,,,,,,,,,,8,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,2,2,,,1,1998,2006,1,2008,1,2010,1,2,2012,2015,66,6666,6,1,17,20,60,21,25,26,60,16,18,20,25,888,25,50,60,3,3,3,4,3,5,4,1,2,1,1,6,6,6,6,,,,,,,,42,1977,1984,2012,2015,6666,6666,6666,6666,,,,,,,,1,2,2,66,66,66,66,,,,,,,,1,,1,2,66,,1,6,4,313,4,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,4,2,66666,3,0,35,1,35,43,4,8344,2,1,2,2,3,6,5,3,1,313,4,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,5321,1,25,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,1,6,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,4,2,11050,555555,1,1,1,2,5,1,1,1,2,1650,66,1350,66,-3,-3,1800,1500,-2,0,-4,4,3,3,2,3,3,1,3,1,5,5,4,4,3,6,1,4,4,4,3,3,1,4,4,4,6,3,6,3,6,1,1,1,3,FRK2,2,1.131998658,0.987454593,2.726686716,2.692479322
FR,29,4,15,2,6,3,3,1,2,1,3,2,3,6,2,1,2,4,1,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,7,6,5,3,4,4,6,1,2,5,5,4,3,4,3,2,2,2,6,4,2,3,1,3,3,2,8,4,1,1,,,,,,,,,,,,,,,,,,,,6,66,,,,,,,,,,,,,,,,,,,,4,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,3,1,,,1,1979,1979,1,1987,1,1993,1,2,2001,2002,0,6666,6,1,20,40,70,21,22,25,60,16,17,20,20,55,23,41,60,3,3,3,3,3,8,1,1,6,6,6,6,6,6,6,,,,,,,,56,1962,6666,6666,6666,6666,6666,6666,6666,,,,,,,,66,66,66,66,66,66,66,,,,,,,,66,,1,1,1,,1,1,3,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,3,2,66666,8,3,36,1,37,84,1,5413,2,1,1,2,2,1,3,2,66,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,9,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,9,1,11050,555555,2,2,2,6,4,3,2,1,3,29000,66,27000,66,-1,-1,32000,30000,-1,0,1,-3,3,3,2,4,2,3,1,4,5,4,4,3,2,4,2,3,2,1,3,3,3,1,2,1,3,3,3,1,3,2,1,3,2,FRF2,2,0.559944928,0.44846487,2.726686716,1.222823205
FR,15,5,120,5,4,5,2,3,3,2,3,4,2,10,2,3,2,8,1,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,3,5,8,6,6,6,4,10,5,1,5,1,2,2,2,2,5,6,5,8,6,3,3,1,1,2,3,8,2,1,1,,,,,,,,,,,,,,,,,,,,6,66,,,,,,,,,,,,,,,,,,,,2,7,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6666,1,6666,6666,FRE,POR,2,2,DE,1,6666,1,1,,,1,2008,2008,1,2011,2,6666,2,66,6666,6666,66,6666,6,1,23,70,71,23,28,27,60,20,23,23,23,60,23,43,60,5,5,5,5,3,5,2,1,2,6,6,6,6,6,6,,,,,,,,28,1990,1993,6666,6666,6666,6666,6666,6666,,,,,,,,1,66,66,66,66,66,66,,,,,,,,3,,6,2,6,,6,2,3,313,4,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,12,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,2,4,2,66666,0,4,40,1,40,88,1,5414,2,1,1,1,3,1,8,2,1,520,5,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,9334,1,35,213,2,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,1,88,213,2,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,4,66,2,11051,11050,3,2,3,2,5,3,3,1,2,2200,66,1800,66,-1,-1,2500,2100,-1,0,-1,-1,4,3,2,2,2,3,2,4,3,3,4,1,3,5,3,5,2,4,4,4,4,4,4,4,4,4,3,3,5,1,3,5,3,FRH0,2,1.121846676,1.024605751,2.726686716,2.79377889
FR,60,5,90,0,5,5,2,2,2,3,2,2,9,9,2,2,1,5,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,1,3,3,2,2,7,9,1,2,5,3,2,2,2,2,2,2,5,7,4,1,2,2,2,3,3,10,8,2,66,,,,,,,,,,,,,,,,,,,,2,66,,,,,,,,,,,,,,,,,,,,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,3,1,,,1,1971,1974,1,1975,1,1975,1,2,1980,1984,1,2017,6,2,16,40,70,21,30,30,60,16,18,18,18,50,25,45,60,5,5,5,4,3,5,2,1,2,6,6,6,6,6,6,,,,,,,,67,1951,1954,6666,6666,6666,6666,6666,6666,,,,,,,,1,66,66,66,66,66,66,,,,,,,,1,,2,2,66,,1,1,4,520,5,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,16,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2008,1,66666,1,5,2,66666,10,8,35,1,45,85,2,2320,2,2,6,6,2,4,9,1,4,710,7,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,66666,6,666,520,5,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,1,1,510,5,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,3,66,2,11050,555555,2,2,3,10,10,3,2,2,2,666666666,66,2300,66,6,0,666666666,666666666,0,0,0,-3,3,1,2,1,1,2,2,2,4,4,2,2,2,5,1,3,4,2,4,2,5,4,3,5,4,2,5,3,4,2,1,4,4,FRK2,2,1.131998658,0.663469613,2.726686716,1.809073779
FR,5,5,30,8,10,10,3,4,3,4,3,8,9,9,8,7,8,9,3,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,6,10,8,7,7,8,9,2,1,5,1,6,2,2,1,6,7,7,10,4,4,3,2,2,1,3,8,7,2,66,,,,,,,,,,,,,,,,,,,,2,66,,,,,,,,,,,,,,,,,,,,5,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,2,1,,,2,6666,0,2,6666,2,6666,2,66,6666,6666,66,6666,6,2,20,60,70,20,30,30,60,25,18,20,20,30,30,50,50,4,4,4,4,4,10,7,1,2,1,2,1,1,1,6,,,,,,,,18,2000,1977,1974,2003,2005,2009,2012,6666,,,,,,,,3,3,4,4,4,4,66,,,,,,,,66,,2,2,6,,6,2,3,313,4,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,12,0,1,0,0,0,0,0,0,0,0,0,0,66,2,2,2,6666,6,66666,6,6,6,66666,66,66,666,6,666,666,66,66666,6,2,6,6,3,1,1,1,9,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,520,5,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,3,66,323,4,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,3,66,2,11050,555555,5,4,3,55,7,6,6,6,6,666666666,66,666666666,66,6,6,666666666,666666666,6,2,-2,3,3,4,3,2,2,2,2,2,4,4,2,2,3,5,2,3,2,4,5,3,4,2,2,2,4,2,4,2,5,2,2,5,2,FRB0,2,1.707472205,1.961966395,2.726686716,5.349667708
FR,60,5,180,3,5,5,1,2,1,2,2,1,0,8,1,1,2,5,1,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,1,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,2,7,5,2,2,1,3,3,2,1,4,4,0,2,2,2,5,1,1,5,5,0,2,2,2,3,3,5,2,1,1,,,,,,,,,,,,,,,,,,,,6,66,,,,,,,,,,,,,,,,,,,,5,7,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,1,33,,,1,1968,1969,1,1969,1,1969,1,2,1971,1973,3,2006,6,2,18,40,80,28,28,28,60,14,17,17,17,55,30,60,70,3,3,3,3,3,8,2,2,1,6,6,6,6,6,6,,,,,,,,70,1949,1943,6666,6666,6666,6666,6666,6666,,,,,,,,1,66,66,66,66,66,66,,,,,,,,1,,2,2,66,,1,1,2,213,2,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2009,1,66666,1,5,2,66666,5,0,35,1,35,86,3,4120,2,1,1,2,3,4,5,2,4,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,66666,6,666,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,7,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,66,2,11050,555555,3,2,2,5,2,7,5,2,2,666666666,66,700,66,6,-2,666666666,1000,-2,2,-2,4,3,3,3,1,1,1,1,1,4,4,4,4,1,5,2,2,2,2,4,3,2,4,3,1,3,3,6,1,4,1,3,2,3,FRL0,2,1.132531881,1.327753425,2.726686716,3.620367625
FR,50,1,6666,8,8,9,3,1,1,1,1,4,4,7,2,5,6,5,1,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,4,4,3,2,3,2,7,2,2,2,4,4,2,3,3,4,7,4,5,6,0,2,2,8,5,1,8,5,1,1,,,,,,,,,,,,,,,,,,,,6,66,,,,,,,,,,,,,,,,,,,,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,2,1,,,1,1956,1956,1,1956,1,1956,1,2,1959,1962,3,1984,1,2,0,40,0,0,0,27,0,15,888,888,25,58,30,50,0,2,3,3,3,3,2,1,2,6,6,6,6,6,6,6,,,,,,,,83,1935,6666,6666,6666,6666,6666,6666,6666,,,,,,,,66,66,66,66,66,66,66,,,,,,,,66,,2,2,5,,5,1,3,520,5,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,15,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,1990,1,66666,1,5,1,8,9,4,46,1,55,86,2,2221,2,2,6,6,3,4,2,2,66,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,2,6,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,5,2,11050,555555,8,3,2,8,88,8,3,2,2,666666666,66,1600,66,6,0,666666666,666666666,-2,0,8,2,3,3,2,3,2,2,2,2,5,3,4,4,3,6,2,3,4,5,2,3,5,5,2,1,6,4,5,3,3,1,2,4,2,FRI1,2,0.569213271,0.414579362,2.726686716,1.130428038
FR,20,5,120,4,5,3,4,1,1,4,3,2,1,5,1,3,5,4,3,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,5,9,7,6,8,8,8,2,2,3,3,7,2,2,2,4,9,5,8,6,2,4,2,2,1,3,7,5,2,66,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,1,1,,,2,6666,0,2,6666,2,6666,2,66,6666,6666,66,6666,6,2,17,16,40,21,26,28,60,18,20,23,23,45,21,55,68,5,5,5,5,5,1,4,1,2,2,1,6,6,6,6,,,,,,,,16,2002,2006,1971,1969,6666,6666,6666,6666,,,,,,,,4,3,3,66,66,66,66,,,,,,,,66,,2,2,6,,6,2,4,213,2,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,14,0,1,0,0,0,0,0,0,0,0,0,0,66,2,2,2,6666,6,66666,6,6,6,66666,66,66,666,6,666,666,66,66666,6,2,6,6,3,1,88,1,1,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,710,7,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,1,2,710,7,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,1,2,2,11050,13040,4,4,3,9,5,4,4,1,8,0,66,0,66,6,6,666666666,666666666,8,0,0,-1,3,3,2,2,2,3,2,2,5,4,3,4,5,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,2,3,4,2,FRK2,2,1.697998047,2.400518656,2.726686716,6.54546233
